growthp0001	growthqtlp0001	growthp0005	growthqtlp0005	growthp001	growthqtlp001	heightp0001	heightqtlp0001	heightp0005	heightqtlp0005	heightp001	heightqtlp001
				SORBI_3005G098250		SORBI_3005G116100	SORBI_3007G096000	SORBI_3008G110450	SORBI_3009G076500	SORBI_3006G200600	SORBI_3008G085400
				SORBI_3005G101000		SORBI_3005G116500	SORBI_3007G101300	SORBI_3008G110600	SORBI_3009G080200	SORBI_3006G213500	SORBI_3008G086700
				SORBI_3005G101900		SORBI_3005G120466	SORBI_3007G101600	SORBI_3008G117600	SORBI_3009G083800	SORBI_3006G226900	SORBI_3008G087500
				SORBI_3005G102451		SORBI_3005G120700	SORBI_3007G103000	SORBI_3008G120450	SORBI_3009G084300	SORBI_3006G229800	SORBI_3008G088100
				SORBI_3005G103400		SORBI_3005G129301	SORBI_3007G104450	SORBI_3008G160200	SORBI_3009G084500	SORBI_3006G240700	SORBI_3008G088890
				SORBI_3005G105300		SORBI_3005G129600	SORBI_3007G106500	SORBI_3008G177100	SORBI_3009G088100	SORBI_3006G247500	SORBI_3008G088900
				SORBI_3005G109201		SORBI_3005G130550	SORBI_3007G106900	SORBI_3009G003000	SORBI_3009G088200	SORBI_3006G282100	SORBI_3008G089366
				SORBI_3005G109400		SORBI_3005G141900	SORBI_3007G112400	SORBI_3009G009300	SORBI_3009G089366	SORBI_3007G008700	SORBI_3008G089700
				SORBI_3005G110511		SORBI_3005G143400	SORBI_3007G113950	SORBI_3009G060100	SORBI_3009G090400	SORBI_3007G018000	SORBI_3008G090701
				SORBI_3005G111200		SORBI_3005G147032	SORBI_3007G123100	SORBI_3009G066900	SORBI_3009G090800	SORBI_3007G064500	SORBI_3008G090800
				SORBI_3005G111900		SORBI_3005G175200	SORBI_3007G125600	SORBI_3009G072333	SORBI_3009G091000	SORBI_3007G064800	SORBI_3008G090900
				SORBI_3005G112400		SORBI_3006G034300	SORBI_3007G126800	SORBI_3009G076500	SORBI_3009G091600	SORBI_3007G084700	SORBI_3008G091100
				SORBI_3005G113300		SORBI_3006G035700	SORBI_3008G055900	SORBI_3009G080200	SORBI_3009G094300	SORBI_3007G088200	SORBI_3008G091500
				SORBI_3005G114201		SORBI_3006G036300	SORBI_3008G063600	SORBI_3009G083800	SORBI_3009G094600	SORBI_3007G089900	SORBI_3008G092400
				SORBI_3005G114600		SORBI_3006G036900	SORBI_3008G068166	SORBI_3009G084300	SORBI_3009G095400	SORBI_3007G090001	SORBI_3008G092532
				SORBI_3005G115200		SORBI_3006G039600	SORBI_3008G083300	SORBI_3009G084500	SORBI_3009G096566	SORBI_3007G090403	SORBI_3008G092800
				SORBI_3005G121500		SORBI_3006G040401	SORBI_3008G085400	SORBI_3009G088100	SORBI_3009G097900	SORBI_3007G090409	SORBI_3008G093200
				SORBI_3005G141900		SORBI_3006G041266	SORBI_3008G088000	SORBI_3009G090400	SORBI_3009G099600	SORBI_3007G090424	SORBI_3008G094150
				SORBI_3005G143800		SORBI_3006G043600	SORBI_3008G088890	SORBI_3009G090800	SORBI_3009G100300	SORBI_3007G091000	SORBI_3008G095000
				SORBI_3005G221200		SORBI_3006G047700	SORBI_3008G089500	SORBI_3009G091000	SORBI_3009G101200	SORBI_3007G091100	SORBI_3008G095500
				CHR_END		SORBI_3006G048775	SORBI_3008G090900	SORBI_3009G091600	SORBI_3009G101700	SORBI_3007G091301	SORBI_3008G096050
				SORBI_3006G025000		SORBI_3006G049600	SORBI_3008G092701	SORBI_3009G092400	SORBI_3009G102400	SORBI_3007G091800	SORBI_3008G101100
				SORBI_3006G033260		SORBI_3006G054600	SORBI_3008G093500	SORBI_3009G094600	SORBI_3009G104900	SORBI_3007G092100	SORBI_3008G102000
				SORBI_3006G033440		SORBI_3006G058000	SORBI_3008G102050	SORBI_3009G096566	SORBI_3009G122900	SORBI_3007G092400	SORBI_3008G102532
				SORBI_3006G035800		SORBI_3007G018100	SORBI_3008G107500	SORBI_3009G097900	SORBI_3009G155400	SORBI_3007G093100	SORBI_3008G105850
				SORBI_3006G036300		SORBI_3007G064600	SORBI_3008G110700	SORBI_3009G099600	SORBI_3009G205000	SORBI_3007G094900	SORBI_3008G106400
				SORBI_3006G037300		SORBI_3007G091100	SORBI_3008G117800	SORBI_3009G101200	SORBI_3010G050000	SORBI_3007G095100	SORBI_3008G107200
				SORBI_3006G039500		SORBI_3007G091400	SORBI_3009G060300	SORBI_3009G101700	SORBI_3010G055700	SORBI_3007G095850	SORBI_3008G107300
				SORBI_3006G040500		SORBI_3007G096000	SORBI_3009G075800	SORBI_3009G104900	SORBI_3010G087300	SORBI_3007G096000	SORBI_3008G109900
				SORBI_3006G041750		SORBI_3007G101300	SORBI_3009G076600	SORBI_3009G121600	SORBI_3010G088800	SORBI_3007G097100	SORBI_3008G110450
				SORBI_3006G044532		SORBI_3007G103000	SORBI_3009G091000	SORBI_3009G122900	SORBI_3010G089600	SORBI_3007G099100	SORBI_3008G110600
				SORBI_3006G046700		SORBI_3007G103500	SORBI_3009G091800	SORBI_3009G144500	SORBI_3010G102050	SORBI_3007G100425	SORBI_3008G116200
				SORBI_3006G047200		SORBI_3007G104450	SORBI_3009G095800	SORBI_3009G155400	SORBI_3010G110100	SORBI_3007G101200	SORBI_3008G117600
				SORBI_3006G048850		SORBI_3007G106500	SORBI_3009G096700	SORBI_3009G205000	SORBI_3010G116100	SORBI_3007G101800	SORBI_3008G120450
				SORBI_3006G049700		SORBI_3007G112400	SORBI_3009G101250	SORBI_3010G014800	SORBI_3010G122400	SORBI_3007G102300	SORBI_3009G006500
				SORBI_3006G050100		SORBI_3007G113950	SORBI_3009G101800	SORBI_3010G045100	SORBI_3010G122533	SORBI_3007G103000	SORBI_3009G009300
				SORBI_3006G058000		SORBI_3007G125600	SORBI_3009G102500	SORBI_3010G050000	SORBI_3010G124166	SORBI_3007G103350	SORBI_3009G060100
				SORBI_3006G068350		SORBI_3007G126800	SORBI_3009G119000	SORBI_3010G055700	SORBI_3010G127800	SORBI_3007G103400	SORBI_3009G066900
				SORBI_3007G088300		SORBI_3008G055900	SORBI_3010G045200	SORBI_3010G088800	SORBI_3010G133250	SORBI_3007G106400	SORBI_3009G072100
				SORBI_3007G091301		SORBI_3008G063600	SORBI_3010G089700	SORBI_3010G089600	SORBI_3010G135600	SORBI_3007G106700	SORBI_3009G072333
				SORBI_3007G092450		SORBI_3008G068166	SORBI_3010G100516	SORBI_3010G100300	SORBI_3010G135800	SORBI_3007G109800	SORBI_3009G075600
				SORBI_3007G092700		SORBI_3008G083300	SORBI_3010G112000	SORBI_3010G102050	SORBI_3010G136600	SORBI_3007G111200	SORBI_3009G076500
				ENSRNA049995871		SORBI_3008G088000	SORBI_3010G122666	SORBI_3010G111900	SORBI_3010G137100	SORBI_3007G111700	SORBI_3009G080200
				SORBI_3007G097201		SORBI_3008G088890	SORBI_3010G124200	SORBI_3010G122400	SORBI_3010G138300	SORBI_3007G112200	SORBI_3009G081100
				ENSRNA049440638		SORBI_3008G089500	SORBI_3010G129600	SORBI_3010G122533	SORBI_3010G140150	SORBI_3007G112301	SORBI_3009G084500
				SORBI_3007G101300		SORBI_3008G090900	SORBI_3010G133300	SORBI_3010G124166	SORBI_3010G140400	SORBI_3007G112450	SORBI_3009G087300
				SORBI_3007G105400		SORBI_3008G092701	SORBI_3010G135000	SORBI_3010G127800	SORBI_3010G140600	SORBI_3007G112766	SORBI_3009G088100
				SORBI_3007G106900		SORBI_3008G093500	SORBI_3010G137200	SORBI_3010G129450	SORBI_3010G140700	SORBI_3007G113900	SORBI_3009G088200
				SORBI_3007G111001		SORBI_3008G102050	SORBI_3010G140200	SORBI_3010G133250	SORBI_3010G141433	SORBI_3007G114100	SORBI_3009G089366
				SORBI_3007G111150		SORBI_3008G107500	SORBI_3010G141400	SORBI_3010G133866	SORBI_3010G142132	SORBI_3007G114301	SORBI_3009G090400
				SORBI_3007G111300		SORBI_3008G110700	SORBI_3010G142401	SORBI_3010G135600	SORBI_3010G142300	SORBI_3007G114600	SORBI_3009G090800
				SORBI_3007G114500		SORBI_3008G117800	SORBI_3010G143900	SORBI_3010G137100	SORBI_3010G142600	SORBI_3007G115000	SORBI_3009G091000
				SORBI_3007G118050		SORBI_3009G075800	SORBI_3010G145000	SORBI_3010G140150	SORBI_3010G143800	SORBI_3007G118025	SORBI_3009G091600
				SORBI_3007G119101		SORBI_3009G076600	SORBI_3010G145500	SORBI_3010G140400	SORBI_3010G144600	SORBI_3007G120000	SORBI_3009G091900
				SORBI_3007G126800		SORBI_3009G091000	SORBI_3010G146600	SORBI_3010G140575	SORBI_3010G144800	SORBI_3007G124900	SORBI_3009G092400
				SORBI_3008G069401		SORBI_3009G091800	SORBI_3010G148750	SORBI_3010G141433	ENSRNA049996889	SORBI_3007G125500	SORBI_3009G093800
				SORBI_3008G075100		SORBI_3009G095800	SORBI_3010G155401	SORBI_3010G142300	SORBI_3010G145100	SORBI_3007G131700	SORBI_3009G093900
				SORBI_3008G075700		SORBI_3009G096700	SORBI_3010G158766	SORBI_3010G142650	SORBI_3010G145650	SORBI_3007G131950	SORBI_3009G094600
				SORBI_3008G077700		SORBI_3009G101250	SORBI_3010G164500	SORBI_3010G143800	SORBI_3010G146500	SORBI_3007G132900	SORBI_3009G095400
				SORBI_3008G078900		SORBI_3009G101800	SORBI_3010G172000	SORBI_3010G144800	SORBI_3010G147000	SORBI_3007G135400	SORBI_3009G095560
				SORBI_3008G082700		SORBI_3009G102500	SORBI_3010G180400	SORBI_3010G145100	SORBI_3010G147200	SORBI_3007G136200	SORBI_3009G095720
				SORBI_3008G086700		SORBI_3010G045200	SORBI_3010G186200	SORBI_3010G145650	SORBI_3010G148700	SORBI_3007G146600	SORBI_3009G096566
				SORBI_3008G088900		SORBI_3010G089700	SORBI_3010G194200	SORBI_3010G146300	SORBI_3010G151050	SORBI_3007G171500	SORBI_3009G097900
				SORBI_3008G089500		SORBI_3010G100516	SORBI_3010G220900	SORBI_3010G147000	SORBI_3010G152400	SORBI_3008G024800	SORBI_3009G098601
				SORBI_3008G091100		SORBI_3010G112000		SORBI_3010G147200	SORBI_3010G155300	SORBI_3008G042700	SORBI_3009G099600
				SORBI_3008G092701		SORBI_3010G120600		SORBI_3010G148700	SORBI_3010G156601	SORBI_3008G051400	SORBI_3009G100200
				SORBI_3008G093600		SORBI_3010G122666		SORBI_3010G151050	SORBI_3010G156700	SORBI_3008G055800	SORBI_3009G101200
				SORBI_3008G094300		SORBI_3010G124200		SORBI_3010G152400	SORBI_3010G158700	SORBI_3008G068133	SORBI_3009G101700
				SORBI_3008G095400		SORBI_3010G129600		SORBI_3010G155300	SORBI_3010G160200	SORBI_3008G069300	SORBI_3009G102400
				SORBI_3008G100600		SORBI_3010G133300		SORBI_3010G160200	SORBI_3010G161300	SORBI_3008G069700	SORBI_3009G103900
				SORBI_3008G102100		SORBI_3010G137200		SORBI_3010G161300	SORBI_3010G163100	SORBI_3008G071050	SORBI_3009G104900
				SORBI_3008G107300		SORBI_3010G140200		SORBI_3010G164100	SORBI_3010G164100	SORBI_3008G073500	SORBI_3009G109000
				SORBI_3008G109400		SORBI_3010G140700		SORBI_3010G164400	SORBI_3010G164400	SORBI_3008G077600	SORBI_3009G113700
				SORBI_3008G115700		SORBI_3010G142401		SORBI_3010G164600	SORBI_3010G164600	SORBI_3008G080700	SORBI_3009G113800
				SORBI_3008G117600		SORBI_3010G143900		SORBI_3010G166950	SORBI_3010G165200	SORBI_3008G083200	SORBI_3009G122900
				SORBI_3008G120600		SORBI_3010G145200		SORBI_3010G167400	SORBI_3010G166950	SORBI_3008G085400	SORBI_3009G155400
				SORBI_3008G139200		SORBI_3010G146600		SORBI_3010G169100	SORBI_3010G167400	SORBI_3008G086700	SORBI_3009G205000
				SORBI_3009G081100		SORBI_3010G155401		SORBI_3010G171900	SORBI_3010G171900	SORBI_3008G088100	SORBI_3010G045100
				SORBI_3009G082300		SORBI_3010G158766		SORBI_3010G186100	SORBI_3010G172100	SORBI_3008G088887	SORBI_3010G050000
				SORBI_3009G090500		SORBI_3010G186200		SORBI_3001G155100	SORBI_3010G182200	SORBI_3008G088900	SORBI_3010G055700
				SORBI_3009G094200				SORBI_3001G194300	SORBI_3010G194100	SORBI_3008G089366	SORBI_3010G088800
				SORBI_3009G094700				SORBI_3001G204700	SORBI_3001G064300	SORBI_3008G089700	SORBI_3010G089600
				SORBI_3009G095100				SORBI_3001G221800	SORBI_3001G155100	SORBI_3008G090701	SORBI_3010G092500
				SORBI_3009G095480				SORBI_3001G229700	SORBI_3001G186401	SORBI_3008G090800	SORBI_3010G100300
				SORBI_3009G096300				SORBI_3001G237500	SORBI_3001G194300	SORBI_3008G090900	SORBI_3010G102000
				SORBI_3009G097200				SORBI_3001G253700	SORBI_3001G204700	SORBI_3008G091100	SORBI_3010G102050
				SORBI_3009G098700				SORBI_3001G256000	SORBI_3001G221800	SORBI_3008G091500	SORBI_3010G104400
				SORBI_3009G099000				SORBI_3001G257400	SORBI_3001G229700	SORBI_3008G092400	SORBI_3010G110100
				SORBI_3009G100900				SORBI_3001G261404	SORBI_3001G234500	SORBI_3008G092532	SORBI_3010G111900
				SORBI_3009G101800				SORBI_3001G263000	SORBI_3001G237500	SORBI_3008G092800	SORBI_3010G114200
				SORBI_3009G103800				SORBI_3001G263300	SORBI_3001G242000	SORBI_3008G093200	SORBI_3010G119200
				SORBI_3009G107080				SORBI_3001G264700	SORBI_3001G253700	SORBI_3008G095500	SORBI_3010G122400
				SORBI_3009G111200				SORBI_3001G265700	SORBI_3001G254600	SORBI_3008G101100	SORBI_3010G122533
				SORBI_3009G112450				SORBI_3001G267701	SORBI_3001G254800	SORBI_3008G102000	SORBI_3010G124166
				SORBI_3009G117700				SORBI_3001G268100	SORBI_3001G256000	SORBI_3008G105850	SORBI_3010G127800
				SORBI_3009G119400				SORBI_3001G268700	SORBI_3001G257200	SORBI_3008G107200	SORBI_3010G133250
				SORBI_3009G135300				SORBI_3001G270400	SORBI_3001G257400	SORBI_3008G107300	SORBI_3010G133275
				SORBI_3010G115900				SORBI_3001G276200	SORBI_3001G261404	SORBI_3008G109900	SORBI_3010G133866
				SORBI_3010G120300				SORBI_3001G276600	SORBI_3001G261600	SORBI_3008G110450	SORBI_3010G135600
				SORBI_3010G121300				SORBI_3001G280100	SORBI_3001G263000	SORBI_3008G110600	SORBI_3010G137100
				SORBI_3010G126100				SORBI_3001G281400	SORBI_3001G263801	SORBI_3008G116200	SORBI_3010G138200
				SORBI_3010G130800				SORBI_3001G284100	SORBI_3001G264700	SORBI_3008G117600	SORBI_3010G139550
				SORBI_3010G132700				SORBI_3001G381300	SORBI_3001G265700	SORBI_3008G117900	SORBI_3010G140100
				SORBI_3010G137200				SORBI_3001G446800	SORBI_3001G267701	SORBI_3008G120450	SORBI_3010G140150
				SORBI_3010G140100				SORBI_3002G096300	SORBI_3001G268100	SORBI_3008G125801	SORBI_3010G140400
				SORBI_3010G140750				SORBI_3002G100950	SORBI_3001G268700	SORBI_3008G160200	SORBI_3010G140600
				SORBI_3010G141001				SORBI_3002G120400	SORBI_3001G270400	SORBI_3008G177100	SORBI_3010G140700
				SORBI_3010G143300				SORBI_3002G129300	SORBI_3001G270800	SORBI_3008G180000	SORBI_3010G140800
				SORBI_3010G143900				SORBI_3002G135800	SORBI_3001G276200	SORBI_3009G003000	SORBI_3010G141433
				SORBI_3010G144700				SORBI_3002G136500	SORBI_3001G279800	SORBI_3009G045700	SORBI_3010G141466
				SORBI_3010G145200				SORBI_3002G137601	SORBI_3001G280100	SORBI_3009G056800	SORBI_3010G142132
				SORBI_3010G145500				SORBI_3002G138200	SORBI_3001G281400	SORBI_3009G060100	SORBI_3010G142300
				SORBI_3010G153800				SORBI_3002G138400	SORBI_3001G284100	SORBI_3009G066200	SORBI_3010G142650
								SORBI_3002G139300	SORBI_3001G381300	SORBI_3009G066900	SORBI_3010G143800
								SORBI_3002G142900	SORBI_3002G135800	SORBI_3009G072333	SORBI_3010G144600
								SORBI_3002G143500	SORBI_3002G136500	SORBI_3009G076500	SORBI_3010G144800
								SORBI_3002G144732	SORBI_3002G137601	SORBI_3009G080200	SORBI_3010G145650
								SORBI_3002G145600	SORBI_3002G138200	SORBI_3009G084100	SORBI_3010G146300
								ENSRNA049465492	SORBI_3002G138400	SORBI_3009G084300	SORBI_3010G146500
								SORBI_3002G147466	SORBI_3002G139300	SORBI_3009G084500	SORBI_3010G147000
								SORBI_3002G147600	SORBI_3002G141300	SORBI_3009G087300	SORBI_3010G147200
								SORBI_3002G148750	SORBI_3002G142900	SORBI_3009G087600	SORBI_3010G148700
								SORBI_3002G149200	SORBI_3002G143500	SORBI_3009G088100	SORBI_3010G152400
								SORBI_3002G149500	SORBI_3002G144732	SORBI_3009G088200	SORBI_3010G153300
								SORBI_3002G150766	SORBI_3002G145600	SORBI_3009G089366	SORBI_3010G154150
								SORBI_3002G150866	SORBI_3002G146800	SORBI_3009G090400	SORBI_3010G155300
								SORBI_3002G153400	SORBI_3002G147300	SORBI_3009G090800	SORBI_3010G156700
								SORBI_3002G154000	ENSRNA049465492	SORBI_3009G091000	SORBI_3010G158700
								SORBI_3002G157600	SORBI_3002G147600	SORBI_3009G091600	SORBI_3010G161300
								SORBI_3002G164900	SORBI_3002G148750	SORBI_3009G092400	SORBI_3010G162200
								SORBI_3002G168600	SORBI_3002G149101	SORBI_3009G093800	SORBI_3010G163100
								SORBI_3002G169300	SORBI_3002G150766	SORBI_3009G093900	SORBI_3010G164000
								SORBI_3002G174700	SORBI_3002G150866	SORBI_3009G094600	SORBI_3010G164100
								SORBI_3002G189700	SORBI_3002G151000	SORBI_3009G095400	SORBI_3010G164400
								SORBI_3002G233600	SORBI_3002G153100	SORBI_3009G095560	SORBI_3010G164600
								SORBI_3002G261300	SORBI_3002G153400	SORBI_3009G095720	SORBI_3010G166950
								SORBI_3002G280850	SORBI_3002G154000	SORBI_3009G096566	SORBI_3010G167400
								SORBI_3003G027100	SORBI_3002G157600	SORBI_3009G097900	SORBI_3010G171900
								SORBI_3003G128850	SORBI_3002G189700	SORBI_3009G098601	SORBI_3010G186100
								SORBI_3003G144200	SORBI_3002G233600	SORBI_3009G098700	SORBI_3010G202600
								SORBI_3003G146500	SORBI_3002G261300	SORBI_3009G099600	SORBI_3010G251000
								SORBI_3003G149200	SORBI_3002G280850	SORBI_3009G100200	SORBI_3001G155100
								SORBI_3003G158201	SORBI_3003G027100	SORBI_3009G101200	SORBI_3001G186401
								SORBI_3003G164300	SORBI_3003G128850	SORBI_3009G101700	SORBI_3001G187500
								SORBI_3003G165401	SORBI_3003G144200	SORBI_3009G103900	SORBI_3001G196300
								SORBI_3003G166450	SORBI_3003G144950	SORBI_3009G104900	SORBI_3001G204700
								SORBI_3003G167500	SORBI_3003G146500	SORBI_3009G109000	SORBI_3001G221800
								SORBI_3003G168100	SORBI_3003G147100	SORBI_3009G113700	SORBI_3001G221950
								SORBI_3003G169900	SORBI_3003G149200	SORBI_3009G113800	SORBI_3001G229700
								SORBI_3003G170700	SORBI_3003G216800	SORBI_3009G117200	SORBI_3001G232700
								SORBI_3003G170966	SORBI_3003G315900	SORBI_3009G122900	SORBI_3001G234500
								SORBI_3003G171500	SORBI_3004G054900	SORBI_3009G130500	SORBI_3001G237500
								SORBI_3003G173700	SORBI_3004G100600	SORBI_3009G144500	SORBI_3001G242000
								SORBI_3003G173950	SORBI_3004G101000	SORBI_3009G155400	SORBI_3001G247700
								SORBI_3003G176700	SORBI_3004G122300	SORBI_3009G205000	SORBI_3001G248100
								SORBI_3003G177200	SORBI_3004G126700	SORBI_3010G014800	SORBI_3001G253400
								SORBI_3003G178800	SORBI_3004G127650	SORBI_3010G017800	SORBI_3001G253700
								SORBI_3003G179100	SORBI_3004G128400	SORBI_3010G045100	SORBI_3001G253800
								SORBI_3003G180200	SORBI_3004G129201	SORBI_3010G050000	SORBI_3001G256000
								SORBI_3003G182501	SORBI_3004G130500	SORBI_3010G055700	SORBI_3001G257200
								SORBI_3003G184600	SORBI_3004G130700	SORBI_3010G088800	SORBI_3001G257400
								SORBI_3003G185000	SORBI_3004G132600	SORBI_3010G089600	SORBI_3001G260300
								SORBI_3003G185250	SORBI_3004G133500	SORBI_3010G100300	SORBI_3001G261404
								SORBI_3003G186700	SORBI_3004G134000	SORBI_3010G102000	SORBI_3001G263000
								SORBI_3003G189800	SORBI_3004G134300	SORBI_3010G102050	SORBI_3001G263300
								SORBI_3003G211700	SORBI_3004G134801	SORBI_3010G104400	SORBI_3001G263801
								SORBI_3003G216800	SORBI_3004G135200	SORBI_3010G111900	SORBI_3001G264800
								SORBI_3003G228600	SORBI_3004G135500	SORBI_3010G122400	SORBI_3001G265700
								SORBI_3003G315900	SORBI_3004G135800	SORBI_3010G122533	SORBI_3001G266100
								SORBI_3004G054900	SORBI_3004G136200	SORBI_3010G124166	SORBI_3001G267701
								SORBI_3004G087500	SORBI_3004G136366	SORBI_3010G124900	SORBI_3001G268100
								SORBI_3004G096000	SORBI_3004G136500	SORBI_3010G127800	SORBI_3001G268700
								SORBI_3004G101000	SORBI_3004G136800	SORBI_3010G133250	SORBI_3001G270400
								SORBI_3004G122300	SORBI_3004G138200	SORBI_3010G133866	SORBI_3001G270800
								SORBI_3004G126700	SORBI_3004G138850	SORBI_3010G135600	SORBI_3001G276200
								SORBI_3004G128400	SORBI_3004G139700	SORBI_3010G135800	SORBI_3001G279000
								SORBI_3004G129201	SORBI_3004G140300	SORBI_3010G137300	SORBI_3001G280100
								SORBI_3004G130500	SORBI_3004G140501	SORBI_3010G139550	SORBI_3001G281400
								SORBI_3004G133500	SORBI_3004G142000	SORBI_3010G140150	SORBI_3001G284100
								SORBI_3004G134000	SORBI_3004G143801	SORBI_3010G140400	SORBI_3001G381300
								SORBI_3004G134300	SORBI_3004G144700	SORBI_3010G140575	SORBI_3002G135800
								SORBI_3004G134801	SORBI_3004G145000	SORBI_3010G140700	SORBI_3002G138200
								SORBI_3004G135200	SORBI_3004G146800	SORBI_3010G140800	SORBI_3002G139300
								SORBI_3004G135500	SORBI_3004G147050	SORBI_3010G141466	SORBI_3002G142300
								SORBI_3004G135800	SORBI_3004G147600	SORBI_3010G142300	SORBI_3002G142900
								SORBI_3004G136200	SORBI_3004G160200	SORBI_3010G142650	SORBI_3002G143500
								SORBI_3004G136366	SORBI_3004G176700	SORBI_3010G143800	SORBI_3002G146000
								SORBI_3004G136500	SORBI_3004G229700	SORBI_3010G144600	SORBI_3002G146800
								SORBI_3004G136901	SORBI_3004G251400	SORBI_3010G144800	SORBI_3002G147100
								SORBI_3004G138200	SORBI_3004G253800	SORBI_3010G145650	SORBI_3002G147300
								SORBI_3004G138800	SORBI_3005G067933	SORBI_3010G146300	ENSRNA049465492
								SORBI_3004G139700	SORBI_3005G087666	SORBI_3010G147000	SORBI_3002G147466
								SORBI_3004G140300	SORBI_3005G089900	SORBI_3010G147200	SORBI_3002G147600
								SORBI_3004G140501	SORBI_3005G096300	SORBI_3010G152400	SORBI_3002G148750
								SORBI_3004G143801	SORBI_3005G101000	SORBI_3010G152700	SORBI_3002G149200
								SORBI_3004G145000	SORBI_3005G103050	SORBI_3010G153300	SORBI_3002G150766
								SORBI_3004G147050	SORBI_3005G103300	SORBI_3010G155300	SORBI_3002G150866
								SORBI_3004G160200	SORBI_3005G104200	SORBI_3010G158700	SORBI_3002G151000
								SORBI_3004G181900	SORBI_3005G108000	SORBI_3010G161300	SORBI_3002G153100
								SORBI_3004G251400	SORBI_3005G109101	SORBI_3010G164000	SORBI_3002G153400
								SORBI_3004G303433	SORBI_3005G111400	SORBI_3010G164100	SORBI_3002G153900
								SORBI_3004G359400	SORBI_3005G111900	SORBI_3010G164400	SORBI_3002G157600
								SORBI_3005G087666	SORBI_3005G112200	SORBI_3010G164600	SORBI_3002G189700
								SORBI_3005G089900	SORBI_3005G112800	SORBI_3010G166950	SORBI_3002G196000
								SORBI_3005G096300	SORBI_3005G113533	SORBI_3010G167400	SORBI_3002G230201
								SORBI_3005G103050	SORBI_3005G114201	SORBI_3010G171900	SORBI_3002G233600
								SORBI_3005G103300	SORBI_3005G114500	SORBI_3010G172200	SORBI_3002G261300
								SORBI_3005G108000	SORBI_3005G115000	SORBI_3010G202600	SORBI_3002G280850
								SORBI_3005G109101	ENSRNA049485571	SORBI_3001G155100	SORBI_3003G027100
								SORBI_3005G110000	SORBI_3005G115300	SORBI_3001G204700	SORBI_3003G128525
								SORBI_3005G111400	SORBI_3005G116100	SORBI_3001G221800	SORBI_3003G128850
								SORBI_3005G111900	SORBI_3005G116500	SORBI_3001G221950	SORBI_3003G144200
								SORBI_3005G112200	SORBI_3005G117500	SORBI_3001G229700	SORBI_3003G144950
								SORBI_3005G112800	SORBI_3005G119900	SORBI_3001G237500	SORBI_3003G146500
								SORBI_3005G113533	SORBI_3005G120466	SORBI_3001G253400	SORBI_3003G147100
								SORBI_3005G114201	SORBI_3005G120700	SORBI_3001G253800	SORBI_3003G149200
								SORBI_3005G114600	SORBI_3005G156850	SORBI_3001G254600	SORBI_3003G216800
								SORBI_3005G115000	SORBI_3006G016700	SORBI_3001G257400	SORBI_3003G315900
								ENSRNA049485571	SORBI_3006G025350	SORBI_3001G261404	SORBI_3004G054900
								SORBI_3005G115300	SORBI_3006G027000	SORBI_3001G263000	SORBI_3004G118800
								SORBI_3005G116100	SORBI_3006G027500	SORBI_3001G263300	SORBI_3004G122300
								SORBI_3005G116500	SORBI_3006G031100	SORBI_3001G264800	SORBI_3004G123400
								SORBI_3005G120466	SORBI_3006G032400	SORBI_3001G265700	SORBI_3004G127650
								SORBI_3005G120700	SORBI_3006G034100	SORBI_3001G266100	SORBI_3004G128400
								SORBI_3005G123900	SORBI_3006G034300	SORBI_3001G268100	SORBI_3004G129201
								SORBI_3005G129301	SORBI_3006G034500	SORBI_3001G270400	SORBI_3004G130500
								SORBI_3005G129600	SORBI_3006G035400	SORBI_3001G270800	SORBI_3004G130700
								SORBI_3005G130200	SORBI_3006G035700	SORBI_3001G276200	SORBI_3004G132600
								SORBI_3005G130550	SORBI_3006G036201	SORBI_3001G276600	SORBI_3004G133500
								SORBI_3005G134400	SORBI_3006G036900	SORBI_3001G280100	SORBI_3004G134000
								SORBI_3005G141900	SORBI_3006G038100	SORBI_3001G281400	SORBI_3004G134801
								SORBI_3005G143400	SORBI_3006G038800	SORBI_3001G284100	SORBI_3004G135200
								SORBI_3005G143800	SORBI_3006G039600	SORBI_3001G381300	SORBI_3004G135500
								SORBI_3005G147032	SORBI_3006G040500	SORBI_3001G476900	SORBI_3004G135800
								SORBI_3005G175200	SORBI_3006G040900	SORBI_3002G056000	SORBI_3004G136200
								SORBI_3005G179300	SORBI_3006G041266	SORBI_3002G096300	SORBI_3004G136366
								SORBI_3005G193600	SORBI_3006G041750	SORBI_3002G100950	SORBI_3004G136500
								SORBI_3006G016700	SORBI_3006G041932	SORBI_3002G120400	SORBI_3004G136901
								SORBI_3006G025350	SORBI_3006G042425	SORBI_3002G126400	SORBI_3004G137200
								SORBI_3006G027000	SORBI_3006G043600	SORBI_3002G127100	SORBI_3004G138200
								SORBI_3006G027500	SORBI_3006G044400	SORBI_3002G129300	SORBI_3004G138850
								SORBI_3006G031100	SORBI_3006G044866	SORBI_3002G135800	SORBI_3004G139700
								SORBI_3006G034100	SORBI_3006G047700	SORBI_3002G137601	SORBI_3004G140300
								SORBI_3006G034300	SORBI_3006G048775	SORBI_3002G138200	SORBI_3004G140501
								SORBI_3006G034500	SORBI_3006G049666	SORBI_3002G138400	SORBI_3004G143801
								SORBI_3006G035200	SORBI_3006G053700	SORBI_3002G139300	SORBI_3004G145000
